-4209.194445	1816.5
-4440.694445	1780.72222
-4170.34722	1809.48611
-4197.01389	1790
-4327.5	1809.77778
-4465.97222	1815
-4213.98611	1768.125
-4246.59722	1821.375
-4428.65278	1803.26389
-4281.305555	1753.708335
-4160.055555	1798.291665
-4404.97222	1787.041665
-4135.125	1818.15278
-4219.583335	1818.583335
-4174.625	1806.11111
-4326.875	1800.13889
-4322.916665	1800.069445
-4260.15278	1759.805555
-4206.34722	1829.38889
-4207.791665	1782.73611
-4162.11111	1789.34722
-4290.36111	1825.944445
-4470.791665	1802.59722
-4270.208335	1811.291665
-4334.23611	1826.11111
-4316.86111	1796.944445
-4259.63889	1753.48611
-4339.22222	1762.166665
-4287.11111	1787.680555
-4430.319445	1816.805555
-4158.430555	1798.555555
-4343.26389	1815.65278
-4190.77778	1802
-4117.680555	1815.666665
-4369.194445	1827.90278
-4459.77778	1788.36111
-4361.541665	1788.833335
-4397.63889	1803
-4240.75	1761.38889
-4303.680555	1818.22222
-4457.069445	1783.61111
-4123.680555	1814.708335
-4360.63889	1769.73611
-4322.375	1796.680555
-4180.76389	1811.875
-4328.194445	1796.59722
-4343.26389	1810.458335
-4424.52778	1793.319445
-4319.02778	1798.069445
-4426.02778	1784.90278
